"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle royal"
"0";"Autour des palombes"
"0";"Bec-croisé des sapins"
"0";"Bondrée apivore"
"0";"Chocard à bec jaune"
"0";"Engoulevent d'Europe"
"0";"Faucon hobereau"
"0";"Faucon pèlerin"
"0";"Fauvette de Moltoni"
"0";"Fauvette grisette"
"0";"Fauvette passerinette"
"0";"Fauvette sarde"
"0";"Grive draine"
"0";"Mésange noire"
"0";"Pouillot siffleur"
"0";"Pouillot véloce"
"0";"Roitelet à triple bandeau"
"0";"Roitelet huppé"
"0";"Sittelle corse"
"0";"Tourterelle des bois"
"0";"Troglodyte mignon"
"0";"Venturon corse"
