"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bouvreuil pivoine"
"0";"Canard mandarin"
"0";"Canard siffleur"
"0";"Chevalier culblanc"
"0";"Chevalier guignette"
"0";"Cigogne noire"
"0";"Cincle plongeur"
"0";"Fauvette grisette"
"0";"Fuligule milouin"
"0";"Gobemouche gris"
"0";"Goéland leucophée"
"0";"Grèbe castagneux"
"0";"Grive litorne"
"0";"Grive mauvis"
"0";"Héron pourpré"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rivage"
"0";"Merle à plastron"
"0";"Mésange huppée"
"0";"Mésange noire"
"0";"Moineau soulcie"
"0";"Mouette rieuse"
"0";"Perdrix rouge"
"0";"Pic épeichette"
"0";"Pie-grièche à tête rousse"
"0";"Pipit des arbres"
"0";"Pipit farlouse"
"0";"Pouillot siffleur"
"0";"Roitelet huppé"
"0";"Sarcelle d'hiver"
"0";"Tarin des aulnes"
"0";"Tichodrome échelette"
"0";"Tourterelle des bois"
