"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette lulu"
"0";"Bécasse des bois"
"0";"Bruant des neiges"
"0";"Bruant des roseaux"
"0";"Busard des roseaux"
"0";"Busard Saint-Martin"
"0";"Chevalier culblanc"
"0";"Chevêchette d'Europe"
"0";"Choucas des tours"
"0";"Chouette de Tengmalm"
"0";"Cisticole des joncs"
"0";"Engoulevent d'Europe"
"0";"Faucon kobez"
"0";"Grand Cormoran"
"0";"Grand-duc d'Europe"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rivage"
"0";"Huppe fasciée"
"0";"Loriot d'Europe"
"0";"Moineau soulcie"
"0";"Perdrix grise"
"0";"Petit-duc scops"
"0";"Pic épeichette"
"0";"Pipit farlouse"
"0";"Pluvier guignard"
"0";"Pouillot fitis"
"0";"Pouillot siffleur"
"0";"Râle des genêts"
"0";"Rollier d'Europe"
"0";"Rousserolle effarvatte"
