"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Alouette lulu"
"0";"Bécasse des bois"
"0";"Bec-croisé des sapins"
"0";"Bouscarle de Cetti"
"0";"Busard cendré"
"0";"Busard des roseaux"
"0";"Cigogne blanche"
"0";"Effraie des clochers"
"0";"Engoulevent d'Europe"
"0";"Faucon émerillon"
"0";"Fauvette des jardins"
"0";"Grive litorne"
"0";"Grive mauvis"
"0";"Guêpier d'Europe"
"0";"Héron garde-boeufs"
"0";"Héron pourpré"
"0";"Moineau friquet"
"0";"Océanite culblanc"
"0";"Pigeon biset domestique"
"0";"Pigeon colombin"
"0";"Pinson du Nord"
"0";"Pouillot ibérique"
"0";"Roitelet huppé"
"0";"Tarier des prés"
"0";"Vanneau huppé"
"0";"Vautour moine"
