frname,lastobs,newcount,oldcount
Canard colvert,2018,0,10
Chevalier culblanc,2013,0,2
Chevalier guignette,2014,0,1
Chouette hulotte,2011,0,3
Corbeau freux,2018,0,6
Courlis cendré,2012,0,1
Effraie des clochers,2011,0,2
Grèbe castagneux,2010,0,3
Martinet noir,2009,0,1
Martin-pêcheur d'Europe,2014,0,5
Moineau friquet,2013,0,4
Mouette rieuse,2013,0,1
Pic épeichette,2018,0,3
Pie bavarde,2018,0,5
Pigeon biset domestique,2018,0,7
Sarcelle d'hiver,2009,0,1
Sizerin cabaret,2009,0,1
Sizerin flammé,2013,0,4
Tourterelle turque,2018,0,8
