"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bécassine des marais"
"0";"Canard mandarin"
"0";"Chevalier guignette"
"0";"Circaète Jean-le-Blanc"
"0";"Courlis corlieu"
"0";"Goéland brun"
"0";"Gorgebleue à miroir"
"0";"Grèbe castagneux"
"0";"Guifette moustac"
"0";"Moineau friquet"
"0";"Ouette d'Egypte"
"0";"Perruche à collier"
"0";"Pie-grièche à tête rousse"
"0";"Pipit rousseline"
"0";"Pipit spioncelle"
"0";"Pouillot de Bonelli"
"0";"Pouillot siffleur"
"0";"Rousserolle turdoïde"
"0";"Sarcelle d'été"
