"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigrette garzette"
"0";"Bécassine sourde"
"0";"Bergeronnette printanière"
"0";"Bouvreuil pivoine"
"0";"Bruant ortolan"
"0";"Busard cendré"
"0";"Busard des roseaux"
"0";"Caille des blés"
"0";"Chevalier guignette"
"0";"Chouette de Tengmalm"
"0";"Faucon hobereau"
"0";"Hirondelle rustique"
"0";"Huppe fasciée"
"0";"Martinet noir"
"0";"Milan noir"
"0";"Milan royal"
"0";"Moineau domestique"
"0";"Moineau soulcie"
"0";"Pigeon ramier"
"0";"Pouillot fitis"
"0";"Roitelet à triple bandeau"
"0";"Torcol fourmilier"
"0";"Vautour moine"
"0";"Verdier d'Europe"
