"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette calandrelle"
"0";"Bouvreuil pivoine"
"0";"Bruant fou"
"0";"Bruant jaune"
"0";"Busard des roseaux"
"0";"Busard pâle"
"0";"Canard à collier noir"
"0";"Canard des Bahamas"
"0";"Chevalier aboyeur"
"0";"Chevalier arlequin"
"0";"Chevalier sylvain"
"0";"Cigogne blanche"
"0";"Corbeau freux"
"0";"Faucon d'Eléonore"
"0";"Faucon émerillon"
"0";"Fauvette grisette"
"0";"Fuligule milouin"
"0";"Gallinule poule-d'eau"
"0";"Guifette moustac"
"0";"Hibou des marais"
"0";"Hirondelle de rivage"
"0";"Hirondelle rousseline"
"0";"Ibis falcinelle"
"0";"Mésange nonnette"
"0";"Monticole de roche"
"0";"Mouette mélanocéphale"
"0";"Pic de Sharpe"
"0";"Pie-grièche méridionale"
"0";"Pigeon colombin"
"0";"Pipit spioncelle"
"0";"Râle d'eau"
"0";"Rémiz penduline"
"0";"Rousserolle effarvatte"
"0";"Rousserolle turdoïde"
"0";"Sarcelle d'été"
"0";"Sarcelle d'hiver"
"0";"Traquet oreillard"
