frname,lastobs,newcount,oldcount
Aigrette garzette,2019,0,7
Autour des palombes,2009,0,4
Bouscarle de Cetti,2009,0,1
Bruant des roseaux,2013,0,6
Canard siffleur,2009,0,1
Chevêche d'Athéna,2012,0,2
Cigogne blanche,2018,0,3
Cigogne noire,2015,0,1
Faucon émerillon,2007,0,4
Faucon pèlerin,2007,0,4
Fauvette babillarde,2015,0,1
Fauvette des jardins,2018,0,19
Fuligule milouin,2011,0,2
Fuligule morillon,2016,0,5
Grèbe castagneux,2016,0,3
Grive mauvis,2014,0,3
Grosbec casse-noyaux,2018,0,15
Héron garde-boeufs,2009,0,1
Linotte mélodieuse,2018,0,24
Locustelle tachetée,2012,0,2
Loriot d'Europe,2012,0,9
Perdrix grise,2018,0,7
Pouillot siffleur,2012,0,5
Râle d'eau,2011,0,2
Rémiz penduline,2018,0,1
Spatule blanche,2014,0,1
Sterne naine,2018,0,1
Traquet motteux,2018,0,1
