"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécasseau minute"
"0";"Bécassine des marais"
"0";"Bruant proyer"
"0";"Busard cendré"
"0";"Canard mandarin"
"0";"Canard pilet"
"0";"Chevalier sylvain"
"0";"Chouette de Tengmalm"
"0";"Cigogne noire"
"0";"Cisticole des joncs"
"0";"Corbeau freux"
"0";"Corbeau pie"
"0";"Crabier chevelu"
"0";"Cygne tuberculé"
"0";"Effraie des clochers"
"0";"Engoulevent d'Europe"
"0";"Faisan vénéré"
"0";"Faucon kobez"
"0";"Fuligule nyroca"
"0";"Goéland brun"
"0";"Merle à plastron"
"0";"Mouette mélanocéphale"
"0";"Mouette pygmée"
"0";"Pigeon biset domestique"
"0";"Râle des genêts"
"0";"Rollier d'Europe"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
