"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécassine des marais"
"0";"Bergeronnette des ruisseaux"
"0";"Bondrée apivore"
"0";"Bruant des roseaux"
"0";"Bruant jaune"
"0";"Bruant zizi"
"0";"Busard cendré"
"0";"Busard des roseaux"
"0";"Busard pâle"
"0";"Caille des blés"
"0";"Canard mandarin"
"0";"Chevalier culblanc"
"0";"Combattant varié"
"0";"Cygne tuberculé"
"0";"Faucon pèlerin"
"0";"Fauvette des jardins"
"0";"Goéland leucophée"
"0";"Grande Aigrette"
"0";"Grive litorne"
"0";"Grosbec casse-noyaux"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rivage"
"0";"Hypolaïs polyglotte"
"0";"Locustelle tachetée"
"0";"Mésange huppée"
"0";"Milan noir"
"0";"Perdrix grise"
"0";"Perdrix rouge"
"0";"Pie-grièche écorcheur"
"0";"Pigeon colombin"
"0";"Pipit des arbres"
"0";"Pipit farlouse"
"0";"Pouillot siffleur"
"0";"Rousserolle effarvatte"
"0";"Rousserolle verderolle"
"0";"Tadorne casarca"
"0";"Tarin des aulnes"
"0";"Vanneau sociable"
