"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Alouette calandrelle"
"0";"Bécassine des marais"
"0";"Bihoreau gris"
"0";"Bruant des roseaux"
"0";"Butor étoilé"
"0";"Chevalier aboyeur"
"0";"Chevalier sylvain"
"0";"Cisticole des joncs"
"0";"Étourneau unicolore"
"0";"Faisan de Colchide"
"0";"Faucon émerillon"
"0";"Fauvette à lunettes"
"0";"Fauvette mélanocéphale"
"0";"Grande Aigrette"
"0";"Grimpereau des bois"
"0";"Hibou des marais"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rivage"
"0";"Mouette tridactyle"
"0";"Pie-grièche grise"
"0";"Pipit spioncelle"
"0";"Râle des genêts"
"0";"Sarcelle d'hiver"
"0";"Tourterelle des bois"
"0";"Traquet oreillard"
