"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigrette garzette"
"0";"Alouette lulu"
"0";"Bécassine des marais"
"0";"Bouvreuil pivoine"
"0";"Canard siffleur"
"0";"Chevalier guignette"
"0";"Cigogne noire"
"0";"Cincle plongeur"
"0";"Cochevis huppé"
"0";"Courlis cendré"
"0";"Cygne noir"
"0";"Faucon émerillon"
"0";"Faucon hobereau"
"0";"Grand-duc d'Europe"
"0";"Martinet noir"
"0";"Martin-pêcheur d'Europe"
"0";"Mésange huppée"
"0";"Moineau friquet"
"0";"Mouette rieuse"
"0";"Oie cendrée"
"0";"Pic épeichette"
"0";"Pic mar"
"0";"Pouillot siffleur"
"0";"Roitelet huppé"
"0";"Sizerin flammé"
"0";"Vanneau huppé"
