"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Alouette des champs"
"0";"Autour des palombes"
"0";"Bécasse des bois"
"0";"Bec-croisé des sapins"
"0";"Bruant jaune"
"0";"Bruant zizi"
"0";"Chevalier guignette"
"0";"Chocard à bec jaune"
"0";"Chouette de Tengmalm"
"0";"Coucou gris"
"0";"Crave à bec rouge"
"0";"Faucon crécerelle"
"0";"Faucon hobereau"
"0";"Gobemouche gris"
"0";"Grive musicienne"
"0";"Lagopède alpin"
"0";"Merle à plastron"
"0";"Mésange noire"
"0";"Niverolle alpine"
"0";"Perdrix grise"
"0";"Pie bavarde"
"0";"Pigeon ramier"
"0";"Traquet motteux"
"0";"Venturon montagnard"
