frname,lastobs,newcount,oldcount
Aigrette garzette,2018,0,1
Alouette des champs,2016,0,3
Alouette lulu,2009,0,1
Bergeronnette des ruisseaux,2012,0,2
Bergeronnette printanière,2017,0,2
Bondrée apivore,2012,0,2
Bruant des roseaux,2012,0,2
Chevêche d'Athéna,2012,0,1
Cigogne blanche,2009,0,1
Circaète Jean-le-Blanc,2017,0,1
Faucon pèlerin,2009,0,1
Gallinule poule-d'eau,2009,0,1
Gobemouche gris,2012,0,2
Gobemouche noir,2017,0,1
Grèbe castagneux,2009,0,1
Grèbe huppé,2009,0,1
Héron pourpré,2017,0,1
Linotte mélodieuse,2012,0,2
Locustelle tachetée,2009,0,1
Martin-pêcheur d'Europe,2018,0,3
Mésange boréale,2009,0,1
Perdrix grise,2015,0,2
Petit Gravelot,2018,0,1
Pic épeichette,2009,0,1
Pic mar,2009,0,1
Pic noir,2012,0,2
Pigeon biset domestique,2012,0,2
Pigeon colombin,2009,0,1
Pinson du Nord,2013,0,1
Pipit des arbres,2009,0,1
Pouillot siffleur,2009,0,1
Roitelet à triple bandeau,2017,0,2
Rousserolle effarvatte,2009,0,1
Serin cini,2012,0,2
Tarin des aulnes,2018,0,2
