frname,lastobs,newcount,oldcount
Bécassine des marais,2018,0,46
Bécassine sourde,2013,0,1
Bergeronnette flavéole (M.f.flavissima),2013,0,1
Bihoreau gris,2014,0,4
Busard cendré,2013,0,3
Busard des roseaux,2018,0,2
Butor étoilé,2012,0,1
Calopsitte élégante,2013,0,1
Canard souchet,2014,0,7
Chevalier aboyeur,2014,0,4
Chevalier arlequin,2013,0,1
Chevalier gambette,2013,0,1
Chevalier guignette,2014,0,14
Chevêche d'Athéna,2018,0,106
Cigogne blanche,2014,0,5
Cochevis huppé,2011,0,2
Courlis cendré,2013,0,7
Courlis corlieu,2014,0,3
Faisan vénéré,2013,0,1
Faucon émerillon,2014,0,4
Fuligule milouin,2014,0,4
Goéland à ailes blanches,2012,0,6
Goéland cendré,2012,0,2
Goéland leucophée,2014,0,48
Goéland pontique,2012,0,3
Grèbe huppé,2010,0,1
Guêpier d'Europe,2015,0,1
Guifette moustac,2011,0,1
Hibou des marais,2013,0,5
Hibou moyen-duc,2015,0,18
Hirondelle de rivage,2014,0,24
Locustelle tachetée,2010,0,1
Milan royal,2016,0,2
Moineau friquet,2016,0,13
Petit Gravelot,2012,0,5
Pie-grièche écorcheur,2014,0,2
Pipit spioncelle,2018,0,6
Pluvier doré,2018,0,49
Pouillot ibérique,2014,0,11
Sizerin cabaret,2009,0,1
Sizerin flammé,2013,0,3
Sterne pierregarin,2013,0,27
Tadorne de Belon,2014,0,1
Torcol fourmilier,2016,0,13
Tourterelle rieuse,2014,0,1
