"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigrette garzette"
"0";"Bergeronnette des ruisseaux"
"0";"Bouscarle de Cetti"
"0";"Chevalier guignette"
"0";"Chouette hulotte"
"0";"Circaète Jean-le-Blanc"
"0";"Effraie des clochers"
"0";"Fauvette mélanocéphale"
"0";"Gallinule poule-d'eau"
"0";"Gobemouche gris"
"0";"Grèbe castagneux"
"0";"Hirondelle de rivage"
"0";"Martin-pêcheur d'Europe"
"0";"Moineau friquet"
"0";"Pigeon biset domestique"
"0";"Pipit des arbres"
"0";"Roitelet à triple bandeau"
"0";"Rollier d'Europe"
"0";"Tarier des prés"
