"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur mouchet"
"0";"Alouette lulu"
"0";"Bergeronnette grise"
"0";"Bergeronnette printanière"
"0";"Bruant ortolan"
"0";"Bruant zizi"
"0";"Canard colvert"
"0";"Choucas des tours"
"0";"Coucou gris"
"0";"Courlis cendré"
"0";"Faucon émerillon"
"0";"Gallinule poule-d'eau"
"0";"Grive draine"
"0";"Grive litorne"
"0";"Grive mauvis"
"0";"Héron cendré"
"0";"Hibou moyen-duc"
"0";"Hirondelle de fenêtre"
"0";"Linotte mélodieuse"
"0";"Martinet noir"
"0";"Martin-pêcheur d'Europe"
"0";"Mésange à longue queue"
"0";"Perdrix grise"
"0";"Perdrix rouge"
"0";"Pic vert"
"0";"Pigeon biset domestique"
"0";"Pigeon colombin"
"0";"Serin cini"
"0";"Tarier pâtre"
"0";"Vanneau huppé"
"0";"Verdier d'Europe"
