"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bergeronnette flavéole (M.f.flavissima)"
"0";"Bihoreau gris"
"0";"Bouvreuil pivoine"
"0";"Chevalier culblanc"
"0";"Cincle plongeur"
"0";"Faucon kobez"
"0";"Fauvette des jardins"
"0";"Foulque macroule"
"0";"Grimpereau des bois"
"0";"Grive mauvis"
"0";"Héron pourpré"
"0";"Hirondelle de rochers"
"0";"Hypolaïs polyglotte"
"0";"Ibis sacré"
"0";"Perruche à collier"
"0";"Pipit rousseline"
"0";"Pouillot de Bonelli"
"0";"Rollier d'Europe"
"0";"Tourterelle rieuse"
