"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bergeronnette printanière"
"0";"Bruant proyer"
"0";"Busard Saint-Martin"
"0";"Caille des blés"
"0";"Chevalier culblanc"
"0";"Circaète Jean-le-Blanc"
"0";"Corbeau freux"
"0";"Faisan de Colchide"
"0";"Fauvette grisette"
"0";"Gobemouche noir"
"0";"Grive mauvis"
"0";"Guêpier d'Europe"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rivage"
"0";"Hypolaïs polyglotte"
"0";"Linotte mélodieuse"
"0";"Perdrix rouge"
"0";"Pic épeichette"
"0";"Pinson du Nord"
"0";"Pouillot de Bonelli"
"0";"Pouillot fitis"
"0";"Torcol fourmilier"
"0";"Traquet motteux"
