frname,lastobs,newcount,oldcount
Aigle criard,2013,0,1
Autour des palombes,2009,0,1
Bergeronnette printanière,2018,0,1
Caille des blés,2009,0,1
Chevalier guignette,2018,0,5
Circaète Jean-le-Blanc,2009,0,1
Engoulevent d'Europe,2017,0,1
Faucon hobereau,2009,0,2
Gallinule poule-d'eau,2009,0,1
Grande Aigrette,2018,0,1
Grive litorne,2017,0,1
Huppe fasciée,2016,0,1
Mésange boréale,2018,0,4
Phragmite des joncs,2016,0,1
Pipit farlouse,2016,0,1
Pipit spioncelle,2016,0,1
Tichodrome échelette,2014,0,6
Traquet motteux,2018,0,1
Vautour fauve,2016,0,1
