"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette des champs"
"0";"Bécasse des bois"
"0";"Bergeronnette printanière"
"0";"Bouvreuil pivoine"
"0";"Bruant des roseaux"
"0";"Bruant jaune"
"0";"Bruant proyer"
"0";"Busard Saint-Martin"
"0";"Butor étoilé"
"0";"Chevêche d'Athéna"
"0";"Chouette hulotte"
"0";"Cigogne noire"
"0";"Corbeau freux"
"0";"Coucou gris"
"0";"Effraie des clochers"
"0";"Épervier d'Europe"
"0";"Faisan de Colchide"
"0";"Fauvette des jardins"
"0";"Fauvette grisette"
"0";"Foulque macroule"
"0";"Fuligule milouin"
"0";"Fuligule morillon"
"0";"Gallinule poule-d'eau"
"0";"Gobemouche gris"
"0";"Grand Corbeau"
"0";"Grand Cormoran"
"0";"Grande Aigrette"
"0";"Grèbe huppé"
"0";"Grimpereau des jardins"
"0";"Grive litorne"
"0";"Grive mauvis"
"0";"Harle bièvre"
"0";"Hibou moyen-duc"
"0";"Hypolaïs polyglotte"
"0";"Linotte mélodieuse"
"0";"Loriot d'Europe"
"0";"Martinet noir"
"0";"Mésange huppée"
"0";"Mésange noire"
"0";"Mésange nonnette"
"0";"Oie cendrée"
"0";"Perdrix rouge"
"0";"Pic épeichette"
"0";"Pic mar"
"0";"Pic noir"
"0";"Pipit des arbres"
"0";"Pipit farlouse"
"0";"Pouillot de Bonelli"
"0";"Pouillot véloce"
"0";"Roitelet à triple bandeau"
"0";"Roitelet huppé"
"0";"Rougequeue à front blanc"
"0";"Serin cini"
"0";"Tarin des aulnes"
"0";"Tourterelle des bois"
"0";"Vanneau huppé"
