"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécasseau variable"
"0";"Bruant zizi"
"0";"Busard cendré"
"0";"Buse pattue"
"0";"Canard siffleur"
"0";"Chevalier arlequin"
"0";"Chevalier sylvain"
"0";"Cincle plongeur"
"0";"Échasse blanche"
"0";"Faucon pèlerin"
"0";"Fuligule milouin"
"0";"Goéland brun"
"0";"Goéland cendré"
"0";"Goéland leucophée"
"0";"Grimpereau des bois"
"0";"Guifette noire"
"0";"Huppe fasciée"
"0";"Mésange boréale"
"0";"Mésange huppée"
"0";"Mouette mélanocéphale"
"0";"Nette rousse"
"0";"Oie rieuse"
"0";"Phragmite des joncs"
"0";"Pigeon colombin"
"0";"Pipit des arbres"
"0";"Tadorne casarca"
"0";"Tadorne de Belon"
"0";"Traquet motteux"
