"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Blongios nain"
"0";"Bouvreuil pivoine"
"0";"Bruant jaune"
"0";"Busard cendré"
"0";"Cigogne noire"
"0";"Coucou geai"
"0";"Courlis cendré"
"0";"Cygne noir"
"0";"Échasse blanche"
"0";"Fauvette pitchou"
"0";"Fuligule morillon"
"0";"Goéland cendré"
"0";"Grand Gravelot"
"0";"Grive litorne"
"0";"Hirondelle rousseline"
"0";"Ibis falcinelle"
"0";"Merle à plastron"
"0";"Moineau soulcie"
"0";"Mouette rieuse"
"0";"Ouette d'Egypte"
"0";"Pic noir"
"0";"Pie-grièche méridionale"
"0";"Pigeon colombin"
"0";"Pluvier doré"
"0";"Pouillot siffleur"
"0";"Rollier d'Europe"
"0";"Sarcelle d'été"
"0";"Tarier des prés"
"0";"Tichodrome échelette"
