"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette lulu"
"0";"Bernache du Canada"
"0";"Bruant des roseaux"
"0";"Bruant proyer"
"0";"Busard cendré"
"0";"Busard des roseaux"
"0";"Chevalier guignette"
"0";"Cigogne blanche"
"0";"Épervier d'Europe"
"0";"Faisan de Colchide"
"0";"Faucon hobereau"
"0";"Faucon pèlerin"
"0";"Fauvette babillarde"
"0";"Grimpereau des bois"
"0";"Harle bièvre"
"0";"Locustelle tachetée"
"0";"Mésange huppée"
"0";"Oie cendrée"
"0";"Pie-grièche grise"
"0";"Pinson du Nord"
"0";"Pipit farlouse"
"0";"Pipit spioncelle"
"0";"Roitelet huppé"
"0";"Tarier des prés"
