"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bergeronnette printanière"
"0";"Bouscarle de Cetti"
"0";"Bruant des roseaux"
"0";"Bruant zizi"
"0";"Caille des blés"
"0";"Canard colvert"
"0";"Choucas des tours"
"0";"Fauvette babillarde"
"0";"Fauvette grisette"
"0";"Gallinule poule-d'eau"
"0";"Héron cendré"
"0";"Hirondelle de fenêtre"
"0";"Hypolaïs polyglotte"
"0";"Locustelle tachetée"
"0";"Loriot d'Europe"
"0";"Martinet noir"
"0";"Martin-pêcheur d'Europe"
"0";"Mésange noire"
"0";"Perdrix grise"
"0";"Phragmite des joncs"
"0";"Pipit farlouse"
"0";"Pouillot fitis"
"0";"Rossignol philomèle"
"0";"Rousserolle effarvatte"
"0";"Serin cini"
"0";"Tarier des prés"
"0";"Tarier pâtre"
"0";"Tourterelle des bois"
"0";"Vanneau huppé"
