"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Alouette haussecol"
"0";"Bécasse des bois"
"0";"Bécassine des marais"
"0";"Bihoreau gris"
"0";"Bondrée apivore"
"0";"Bruant des roseaux"
"0";"Butor étoilé"
"0";"Calopsitte élégante"
"0";"Chevalier culblanc"
"0";"Chevalier gambette"
"0";"Conure veuve"
"0";"Courlis corlieu"
"0";"Effraie des clochers"
"0";"Faucon émerillon"
"0";"Gorgebleue à miroir"
"0";"Grèbe à cou noir"
"0";"Grèbe huppé"
"0";"Grive draine"
"0";"Guêpier d'Europe"
"0";"Harle huppé"
"0";"Héron garde-boeufs"
"0";"Héron pourpré"
"0";"Ibis falcinelle"
"0";"Labbe parasite"
"0";"Macareux moine"
"0";"Milan noir"
"0";"Océanite tempête"
"0";"Phragmite des joncs"
"0";"Pigeon ramier"
"0";"Pinson du Nord"
"0";"Pipit spioncelle"
"0";"Pouillot de Bonelli"
"0";"Rémiz penduline"
"0";"Rousserolle effarvatte"
"0";"Tadorne de Belon"
"0";"Tarin des aulnes"
"0";"Tournepierre à collier"
"0";"Traquet oreillard"
"0";"Vautour moine"
