"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette lulu"
"0";"Bécassine des marais"
"0";"Bernache du Canada"
"0";"Blongios nain"
"0";"Bouvreuil pivoine"
"0";"Butor étoilé"
"0";"Chevalier arlequin"
"0";"Cochevis huppé"
"0";"Échasse blanche"
"0";"Épervier d'Europe"
"0";"Faucon émerillon"
"0";"Faucon pèlerin"
"0";"Flamant rose"
"0";"Fuligule milouinan"
"0";"Fuligule nyroca"
"0";"Grive litorne"
"0";"Locustelle luscinioïde"
"0";"Mouette mélanocéphale"
"0";"Mouette pygmée"
"0";"Oedicnème criard"
"0";"Oie cendrée"
"0";"Oie rieuse"
"0";"Perdrix rouge"
"0";"Pic mar"
"0";"Pie-grièche à tête rousse"
"0";"Rousserolle turdoïde"
