frname,lastobs,newcount,oldcount
Bouvreuil pivoine,2009,0,1
Busard cendré,2009,0,1
Caille des blés,2009,0,1
Chevêche d'Athéna,2009,0,2
Choucas des tours,2009,0,2
Chouette hulotte,2009,0,2
Coucou gris,2009,0,1
Effraie des clochers,2009,0,1
Faisan vénéré,2009,0,1
Faucon hobereau,2009,0,1
Fauvette des jardins,2009,0,1
Gallinule poule-d'eau,2009,0,1
Geai des chênes,2013,0,3
Grive litorne,2009,0,1
Grosbec casse-noyaux,2009,0,1
Héron cendré,2009,0,1
Hibou moyen-duc,2009,0,1
Loriot d'Europe,2009,0,1
Mésange à longue queue,2018,0,3
Mésange huppée,2009,0,1
Mouette rieuse,2009,0,1
Oedicnème criard,2009,0,1
Perdrix rouge,2009,0,1
Pic épeichette,2009,0,1
Pic noir,2009,0,1
Pigeon colombin,2009,0,1
Pipit des arbres,2009,0,1
Pipit farlouse,2009,0,2
Pouillot fitis,2009,0,1
Roitelet à triple bandeau,2009,0,2
Roitelet huppé,2009,0,2
Rougequeue à front blanc,2013,0,1
Serin cini,2009,0,1
Sittelle torchepot,2009,0,2
Tarin des aulnes,2009,0,1
Vanneau huppé,2009,0,2
