"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécasse des bois"
"0";"Bergeronnette des ruisseaux"
"0";"Bondrée apivore"
"0";"Caille des blés"
"0";"Chevêche d'Athéna"
"0";"Choucas des tours"
"0";"Chouette hulotte"
"0";"Courlis cendré"
"0";"Faucon hobereau"
"0";"Gallinule poule-d'eau"
"0";"Goéland marin"
"0";"Grand Cormoran"
"0";"Grosbec casse-noyaux"
"0";"Hibou moyen-duc"
"0";"Locustelle tachetée"
"0";"Mouette rieuse"
"0";"Pic épeichette"
"0";"Pic noir"
"0";"Pinson du Nord"
"0";"Pipit des arbres"
"0";"Pipit farlouse"
"0";"Pluvier doré"
"0";"Pouillot siffleur"
"0";"Rousserolle verderolle"
"0";"Serin cini"
"0";"Tarier pâtre"
"0";"Tarin des aulnes"
