frname,lastobs,newcount,oldcount
Aigle royal,2014,0,1
Aigrette garzette,2016,0,3
Bécasseau minute,2011,0,1
Bec-croisé des sapins,2018,0,32
Busard cendré,2010,0,1
Busard Saint-Martin,2016,0,24
Canard chipeau,2013,0,3
Canard siffleur,2018,0,2
Chevalier guignette,2017,0,1
Chouette de Tengmalm,2016,0,5
Corbeau freux,2010,0,1
Cygne tuberculé,2010,0,1
Faisan de Colchide,2007,0,1
Faucon émerillon,2013,0,2
Gallinule poule-d'eau,2013,0,2
Garrot à oeil d'or,2015,0,1
Gélinotte des bois,2013,0,1
Grand Tétras,2010,0,2
Grèbe jougris,2015,0,1
Harelde boréale,2010,0,3
Marouette ponctuée,2014,0,1
Mouette rieuse,2015,0,1
Pie-grièche à tête rousse,2012,0,1
Rollier d'Europe,2015,0,1
Rousserolle turdoïde,2018,0,2
