"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Busard des roseaux"
"0";"Caille des blés"
"0";"Chevalier culblanc"
"0";"Choucas des tours"
"0";"Chouette hulotte"
"0";"Circaète Jean-le-Blanc"
"0";"Cygne tuberculé"
"0";"Effraie des clochers"
"0";"Faucon pèlerin"
"0";"Fauvette des jardins"
"0";"Gobemouche noir"
"0";"Goéland leucophée"
"0";"Grive litorne"
"0";"Mésange boréale"
"0";"Perdrix rouge"
"0";"Phragmite des joncs"
"0";"Pic cendré"
"0";"Pie-grièche grise"
"0";"Râle d'eau"
"0";"Roitelet huppé"
"0";"Rousserolle effarvatte"
