"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette lulu"
"0";"Avocette élégante"
"0";"Bécassine des marais"
"0";"Bernache du Canada"
"0";"Bruant lapon"
"0";"Bruant proyer"
"0";"Busard cendré"
"0";"Busard Saint-Martin"
"0";"Chevalier aboyeur"
"0";"Chevêche d'Athéna"
"0";"Courlis cendré"
"0";"Cygne noir"
"0";"Érismature rousse"
"0";"Fauvette pitchou"
"0";"Fuligule à bec cerclé"
"0";"Fuligule milouinan"
"0";"Garrot à oeil d'or"
"0";"Gobemouche gris"
"0";"Gobemouche noir"
"0";"Goéland à ailes blanches"
"0";"Grande Aigrette"
"0";"Grive litorne"
"0";"Grosbec casse-noyaux"
"0";"Harle piette"
"0";"Hibou moyen-duc"
"0";"Jaseur boréal"
"0";"Labbe à longue queue"
"0";"Labbe pomarin"
"0";"Macareux moine"
"0";"Merle d'Amérique"
"0";"Milan noir"
"0";"Moineau friquet"
"0";"Mouette de Sabine"
"0";"Nette rousse"
"0";"Océanite tempête"
"0";"Panure à moustaches"
"0";"Perdrix rouge"
"0";"Pie-grièche écorcheur"
"0";"Pigeon biset (origine naturelle)"
"0";"Pipit de Richard"
"0";"Pipit rousseline"
"0";"Tarier des prés"
"0";"Torcol fourmilier"
