"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette des champs"
"0";"Autour des palombes"
"0";"Bergeronnette des ruisseaux"
"0";"Bruant des roseaux"
"0";"Bruant jaune"
"0";"Busard Saint-Martin"
"0";"Caille des blés"
"0";"Canard colvert"
"0";"Chouette hulotte"
"0";"Engoulevent d'Europe"
"0";"Faisan de Colchide"
"0";"Gallinule poule-d'eau"
"0";"Grèbe huppé"
"0";"Hibou moyen-duc"
"0";"Hirondelle de fenêtre"
"0";"Locustelle tachetée"
"0";"Martinet noir"
"0";"Martin-pêcheur d'Europe"
"0";"Mésange noire"
"0";"Moineau friquet"
"0";"Pic cendré"
"0";"Pic épeichette"
"0";"Pic mar"
"0";"Pic vert"
"0";"Pigeon biset domestique"
"0";"Pigeon colombin"
"0";"Pouillot fitis"
"0";"Pouillot véloce"
"0";"Râle d'eau"
"0";"Roitelet huppé"
"0";"Rougequeue à front blanc"
"0";"Rougequeue noir"
"0";"Serin cini"
"0";"Tarier pâtre"
"0";"Tourterelle des bois"
