"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigrette garzette"
"0";"Avocette élégante"
"0";"Barge rousse"
"0";"Bécasseau cocorli"
"0";"Bécasseau de Temminck"
"0";"Bécasseau sanderling"
"0";"Bécasse des bois"
"0";"Bihoreau gris"
"0";"Échasse blanche"
"0";"Fuligule nyroca"
"0";"Gobemouche noir"
"0";"Goéland brun"
"0";"Héron garde-boeufs"
"0";"Hibou des marais"
"0";"Huîtrier pie"
"0";"Huppe fasciée"
"0";"Ibis falcinelle"
"0";"Marouette poussin"
"0";"Perruche à collier"
"0";"Pouillot à grands sourcils"
"0";"Pouillot siffleur"
