"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Busard Saint-Martin"
"0";"Chevêche d'Athéna"
"0";"Combattant varié"
"0";"Courlis cendré"
"0";"Gobemouche gris"
"0";"Gorgebleue à miroir"
"0";"Hibou moyen-duc"
"0";"Hypolaïs ictérine"
"0";"Jaseur boréal"
"0";"Locustelle tachetée"
"0";"Moineau friquet"
"0";"Mouette tridactyle"
"0";"Oie cendrée"
"0";"Pic épeichette"
"0";"Pipit des arbres"
"0";"Pouillot siffleur"
"0";"Râle d'eau"
"0";"Rousserolle effarvatte"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Tadorne casarca"
"0";"Tourterelle des bois"
