"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur mouchet"
"0";"Alouette lulu"
"0";"Autour des palombes"
"0";"Bihoreau gris"
"0";"Bondrée apivore"
"0";"Bouscarle de Cetti"
"0";"Busard cendré"
"0";"Circaète Jean-le-Blanc"
"0";"Cisticole des joncs"
"0";"Coucou gris"
"0";"Grand-duc d'Europe"
"0";"Grive mauvis"
"0";"Hirondelle de rivage"
"0";"Perdrix rouge"
"0";"Pic épeichette"
"0";"Pinson du Nord"
"0";"Pipit des arbres"
"0";"Pipit farlouse"
"0";"Pouillot fitis"
"0";"Pouillot siffleur"
"0";"Tarier des prés"
"0";"Vanneau huppé"
