"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Aigrette garzette"
"0";"Avocette élégante"
"0";"Bécasseau variable"
"0";"Bécassine des marais"
"0";"Bécassine sourde"
"0";"Bruant des roseaux"
"0";"Busard cendré"
"0";"Busard Saint-Martin"
"0";"Canard mandarin"
"0";"Chevalier gambette"
"0";"Cisticole des joncs"
"0";"Crave à bec rouge"
"0";"Cygne tuberculé"
"0";"Échasse blanche"
"0";"Effraie des clochers"
"0";"Engoulevent d'Europe"
"0";"Faisan de Colchide"
"0";"Fauvette des jardins"
"0";"Fuligule milouin"
"0";"Grand-duc d'Europe"
"0";"Monticole bleu"
"0";"Monticole de roche"
"0";"Pie-grièche méridionale"
"0";"Pigeon colombin"
"0";"Pouillot siffleur"
"0";"Rousserolle effarvatte"
"0";"Torcol fourmilier"
"0";"Vanneau huppé"
"0";"Vautour moine"
