"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bec-croisé des sapins"
"0";"Busard pâle"
"0";"Chevalier aboyeur"
"0";"Foulque macroule"
"0";"Gobemouche gris"
"0";"Goéland leucophée"
"0";"Grand Corbeau"
"0";"Grèbe castagneux"
"0";"Héron pourpré"
"0";"Hirondelle de rivage"
"0";"Hirondelle de rochers"
"0";"Huppe fasciée"
"0";"Mésange boréale"
"0";"Mésange noire"
"0";"Mouette rieuse"
"0";"Oie cendrée"
"0";"Perdrix rouge"
"0";"Petit-duc scops"
"0";"Petit Gravelot"
"0";"Pie-grièche à tête rousse"
"0";"Pigeon colombin"
"0";"Tadorne casarca"
