"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécassine des marais"
"0";"Bruant des roseaux"
"0";"Bruant fou"
"0";"Bruant proyer"
"0";"Caille des blés"
"0";"Calopsitte élégante"
"0";"Canard chipeau"
"0";"Chevalier culblanc"
"0";"Engoulevent d'Europe"
"0";"Faucon émerillon"
"0";"Faucon hobereau"
"0";"Faucon pèlerin"
"0";"Fauvette des jardins"
"0";"Fuligule milouin"
"0";"Fuligule morillon"
"0";"Goéland leucophée"
"0";"Grèbe castagneux"
"0";"Grive litorne"
"0";"Grive mauvis"
"0";"Guifette moustac"
"0";"Héron pourpré"
"0";"Hirondelle de rivage"
"0";"Mésange boréale"
"0";"Pic épeichette"
"0";"Pipit spioncelle"
"0";"Plongeon arctique"
"0";"Râle d'eau"
"0";"Rossignol philomèle"
"0";"Sterne pierregarin"
"0";"Tadorne de Belon"
"0";"Torcol fourmilier"
"0";"Tourterelle des bois"
"0";"Vautour fauve"
