"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Bruant des roseaux"
"0";"Busard cendré"
"0";"Caille des blés"
"0";"Cigogne blanche"
"0";"Circaète Jean-le-Blanc"
"0";"Engoulevent d'Europe"
"0";"Faucon hobereau"
"0";"Fauvette des jardins"
"0";"Grande Aigrette"
"0";"Martin-pêcheur d'Europe"
"0";"Moineau friquet"
"0";"Pie-grièche écorcheur"
"0";"Pipit des arbres"
"0";"Pouillot fitis"
"0";"Roitelet huppé"
"0";"Rollier d'Europe"
"0";"Tarin des aulnes"
"0";"Vanneau huppé"
