"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette lulu"
"0";"Bergeronnette printanière"
"0";"Bruant fou"
"0";"Busard cendré"
"0";"Caille des blés"
"0";"Chevalier guignette"
"0";"Chouette hulotte"
"0";"Circaète Jean-le-Blanc"
"0";"Échasse blanche"
"0";"Engoulevent d'Europe"
"0";"Faucon pèlerin"
"0";"Fauvette des jardins"
"0";"Fauvette grisette"
"0";"Fuligule milouin"
"0";"Fuligule morillon"
"0";"Gobemouche gris"
"0";"Grand-duc d'Europe"
"0";"Grimpereau des bois"
"0";"Hibou moyen-duc"
"0";"Hypolaïs polyglotte"
"0";"Mésange huppée"
"0";"Ouette d'Egypte"
"0";"Perdrix rouge"
"0";"Petit-duc scops"
"0";"Pic noir"
"0";"Pie-grièche à tête rousse"
"0";"Pigeon biset domestique"
"0";"Pigeon biset (origine naturelle)"
"0";"Pigeon colombin"
"0";"Pipit des arbres"
"0";"Pipit farlouse"
"0";"Pouillot fitis"
"0";"Roitelet huppé"
"0";"Rollier d'Europe"
"0";"Rossignol philomèle"
"0";"Rougequeue à front blanc"
"0";"Rousserolle effarvatte"
"0";"Tarier des prés"
"0";"Torcol fourmilier"
"0";"Tourterelle des bois"
"0";"Traquet motteux"
