"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigrette garzette"
"0";"Autour des palombes"
"0";"Bécasse des bois"
"0";"Bouscarle de Cetti"
"0";"Calopsitte élégante"
"0";"Chevalier culblanc"
"0";"Chevalier sylvain"
"0";"Cisticole des joncs"
"0";"Coucou gris"
"0";"Crabier chevelu"
"0";"Faucon émerillon"
"0";"Fauvette des jardins"
"0";"Fauvette sarde"
"0";"Flamant rose"
"0";"Gallinule poule-d'eau"
"0";"Glaréole à collier"
"0";"Goéland brun"
"0";"Grive litorne"
"0";"Hibou moyen-duc"
"0";"Hypolaïs polyglotte"
"0";"Linotte mélodieuse"
"0";"Locustelle tachetée"
"0";"Oedicnème criard"
"0";"Ouette d'Egypte"
"0";"Perruche ondulée"
"0";"Pingouin torda"
"0";"Pouillot siffleur"
"0";"Puffin de Scopoli"
"0";"Rousserolle effarvatte"
"0";"Sarcelle d'été"
"0";"Tarier des prés"
"0";"Traquet oreillard"
