"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécassine sourde"
"0";"Bruant ortolan"
"0";"Buse pattue"
"0";"Chevalier aboyeur"
"0";"Chevalier guignette"
"0";"Chouette de Tengmalm"
"0";"Cigogne blanche"
"0";"Cigogne noire"
"0";"Faucon crécerellette"
"0";"Goéland brun"
"0";"Grand Cormoran"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rivage"
"0";"Locustelle tachetée"
"0";"Martin-pêcheur d'Europe"
"0";"Monticole bleu"
"0";"Pic cendré"
"0";"Pigeon biset domestique"
"0";"Rossignol philomèle"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
