"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Barge à queue noire"
"0";"Bergeronnette flavéole (M.f.flavissima)"
"0";"Bernache du Canada"
"0";"Bernache nonnette"
"0";"Chevalier arlequin"
"0";"Combattant varié"
"0";"Dendrocygne fauve"
"0";"Fuligule nyroca"
"0";"Goéland marin"
"0";"Guifette moustac"
"0";"Harle bièvre"
"0";"Harle huppé"
"0";"Harle piette"
"0";"Ibis sacré"
"0";"Macreuse brune"
"0";"Mésange huppée"
"0";"Milan royal"
"0";"Râle d'eau"
"0";"Rousserolle effarvatte"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Torcol fourmilier"
