"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Barge rousse"
"0";"Busard Saint-Martin"
"0";"Butor étoilé"
"0";"Caille des blés"
"0";"Chevêche d'Athéna"
"0";"Faucon hobereau"
"0";"Goéland marin"
"0";"Gorgebleue à miroir"
"0";"Grèbe esclavon"
"0";"Grive draine"
"0";"Héron pourpré"
"0";"Hibou moyen-duc"
"0";"Hypolaïs polyglotte"
"0";"Locustelle luscinioïde"
"0";"Locustelle tachetée"
"0";"Nette rousse"
"0";"Pic épeiche"
"0";"Pic épeichette"
"0";"Pigeon biset domestique"
"0";"Pigeon colombin"
"0";"Rousserolle effarvatte"
"0";"Rousserolle verderolle"
"0";"Tourterelle des bois"
"0";"Tourterelle turque"
