"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Bécassine des marais"
"0";"Bergeronnette printanière"
"0";"Bruant ortolan"
"0";"Buse pattue"
"0";"Canard mandarin"
"0";"Canard souchet"
"0";"Effraie des clochers"
"0";"Faucon kobez"
"0";"Fauvette pitchou"
"0";"Foulque macroule"
"0";"Goéland brun"
"0";"Hibou des marais"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rochers"
"0";"Locustelle tachetée"
"0";"Martinet à ventre blanc"
"0";"Mouette rieuse"
"0";"Perdrix grise"
"0";"Phragmite des joncs"
"0";"Pic cendré"
"0";"Pie-grièche à tête rousse"
"0";"Rémiz penduline"
"0";"Rousserolle effarvatte"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Traquet motteux"
