frname,lastobs,newcount,oldcount
Autour des palombes,2014,0,1
Bécasse des bois,2011,0,2
Bergeronnette des ruisseaux,2018,0,4
Bondrée apivore,2011,0,2
Bouvreuil pivoine,2017,0,10
Bruant des roseaux,2013,0,3
Bruant jaune,2017,0,7
Bruant zizi,2017,0,2
Caille des blés,2013,0,6
Chevalier culblanc,2010,0,1
Chevalier guignette,2011,0,2
Choucas des tours,2018,0,6
Cigogne noire,2008,0,3
Cochevis huppé,2017,0,5
Corbeau freux,2018,0,11
Coucou gris,2017,0,4
Épervier d'Europe,2019,0,8
Faucon émerillon,2013,0,4
Faucon kobez,2013,0,1
Faucon pèlerin,2013,0,1
Fauvette babillarde,2018,0,3
Fauvette des jardins,2017,0,7
Fauvette grisette,2017,0,4
Foulque macroule,2016,0,4
Geai des chênes,2017,0,10
Grèbe castagneux,2011,0,2
Grèbe huppé,2012,0,2
Grimpereau des jardins,2018,0,14
Grive draine,2017,0,13
Grive mauvis,2016,0,3
Grive musicienne,2017,0,14
Hypolaïs polyglotte,2017,0,7
Linotte mélodieuse,2016,0,9
Loriot d'Europe,2017,0,10
Martin-pêcheur d'Europe,2014,0,1
Mésange nonnette,2018,0,11
Milan noir,2012,0,4
Petit Gravelot,2010,0,2
Pic épeichette,2011,0,2
Pic mar,2017,0,4
Pic noir,2018,0,11
Pic vert,2018,0,12
Pie-grièche écorcheur,2012,0,6
Pigeon colombin,2012,0,4
Pinson du Nord,2010,0,2
Pipit des arbres,2017,0,6
Pouillot de Bonelli,2017,0,5
Pouillot fitis,2017,0,10
Pouillot siffleur,2017,0,7
Pouillot véloce,2018,0,19
Roitelet à triple bandeau,2017,0,4
Roitelet huppé,2017,0,7
Rossignol philomèle,2017,0,8
Rousserolle effarvatte,2012,0,5
Serin cini,2017,0,3
Sittelle torchepot,2018,0,14
Tarier des prés,2013,0,1
Tarier pâtre,2012,0,2
Tarin des aulnes,2018,0,1
Tourterelle des bois,2017,0,11
Traquet motteux,2014,0,1
