"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Barge à queue noire"
"0";"Bernache nonnette"
"0";"Busard des roseaux"
"0";"Caille des blés"
"0";"Faucon pèlerin"
"0";"Fauvette babillarde"
"0";"Goéland cendré"
"0";"Guifette noire"
"0";"Harle huppé"
"0";"Harle piette"
"0";"Locustelle tachetée"
"0";"Macreuse noire"
"0";"Moineau friquet"
"0";"Pigeon biset domestique"
"0";"Plongeon imbrin"
"0";"Pouillot de Bonelli"
"0";"Pouillot siffleur"
"0";"Sterne caspienne"
"0";"Tadorne casarca"
