"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette des champs"
"0";"Alouette lulu"
"0";"Autour des palombes"
"0";"Bécasse des bois"
"0";"Bec-croisé des sapins"
"0";"Bergeronnette printanière"
"0";"Bruant fou"
"0";"Busard des roseaux"
"0";"Busard Saint-Martin"
"0";"Caille des blés"
"0";"Chouette hulotte"
"0";"Échasse blanche"
"0";"Étourneau sansonnet"
"0";"Faisan de Colchide"
"0";"Faucon hobereau"
"0";"Faucon kobez"
"0";"Fauvette orphée"
"0";"Gallinule poule-d'eau"
"0";"Gobemouche noir"
"0";"Grand Cormoran"
"0";"Grive litorne"
"0";"Grive mauvis"
"0";"Grive musicienne"
"0";"Grosbec casse-noyaux"
"0";"Héron cendré"
"0";"Hibou moyen-duc"
"0";"Hypolaïs polyglotte"
"0";"Mésange nonnette"
"0";"Milan noir"
"0";"Moineau domestique"
"0";"Monticole de roche"
"0";"Petit-duc scops"
"0";"Pic épeiche"
"0";"Pie-grièche à tête rousse"
"0";"Pie-grièche méridionale"
"0";"Pinson du Nord"
"0";"Pipit des arbres"
"0";"Pipit rousseline"
"0";"Pouillot véloce"
"0";"Roitelet huppé"
"0";"Rollier d'Europe"
"0";"Traquet motteux"
"0";"Troglodyte mignon"
"0";"Venturon montagnard"
