"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bécasse des bois"
"0";"Bécassine des marais"
"0";"Bruant des roseaux"
"0";"Busard pâle"
"0";"Canard carolin"
"0";"Canard souchet"
"0";"Crave à bec rouge"
"0";"Cygne noir"
"0";"Échasse blanche"
"0";"Héron pourpré"
"0";"Hirondelle de rivage"
"0";"Locustelle tachetée"
"0";"Pipit des arbres"
"0";"Pouillot de Bonelli"
"0";"Pouillot ibérique"
"0";"Sarcelle d'hiver"
"0";"Spatule blanche"
"0";"Vanneau huppé"
