frname,lastobs,newcount,oldcount
Aigle botté,2018,0,3
Bécasse des bois,2016,0,3
Bécassine des marais,2014,0,2
Bruant des roseaux,2016,0,3
Canard colvert,2009,0,1
Chevalier gambette,2014,0,2
Chevalier guignette,2009,0,1
Cisticole des joncs,2016,0,2
Engoulevent d'Europe,2018,0,11
Faisan de Colchide,2016,0,3
Faucon d'Eléonore,2017,0,4
Faucon kobez,2018,0,6
Goéland brun,2015,0,1
Goéland leucophée,2016,0,1
Grand Tétras,2014,0,1
Grive mauvis,2017,0,6
Grosbec casse-noyaux,2018,0,8
Hibou moyen-duc,2012,0,3
Loriot d'Europe,2016,0,2
Martinet à ventre blanc,2017,0,5
Martin-pêcheur d'Europe,2018,0,5
Perdrix grise,2007,0,1
Pic épeichette,2015,0,2
Pie-grièche à tête rousse,2015,0,3
Pigeon biset domestique,2018,0,2
Pinson du Nord,2017,0,8
Pipit de Richard,2011,0,1
Pipit spioncelle,2012,0,2
Pluvier argenté,2016,0,1
Pluvier doré,2016,0,2
Pouillot siffleur,2012,0,5
Sizerin flammé,2015,0,1
Traquet oreillard,2014,0,12
Vanneau huppé,2018,0,5
