"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Avocette élégante"
"0";"Barge rousse"
"0";"Bécasseau cocorli"
"0";"Bécasseau de Temminck"
"0";"Bécasseau minute"
"0";"Bécasse des bois"
"0";"Bécassine double"
"0";"Bec-croisé des sapins"
"0";"Bergeronnette flavéole (M.f.flavissima)"
"0";"Bernache nonnette"
"0";"Blongios nain"
"0";"Bruant ortolan"
"0";"Busard cendré"
"0";"Buse pattue"
"0";"Caille des blés"
"0";"Calopsitte élégante"
"0";"Canard carolin"
"0";"Canard des Bahamas"
"0";"Chevalier arlequin"
"0";"Courlis cendré"
"0";"Crabier chevelu"
"0";"Cygne de Bewick"
"0";"Cygne noir"
"0";"Effraie des clochers"
"0";"Faisan vénéré"
"0";"Fuligule milouinan"
"0";"Fuligule nyroca"
"0";"Goéland cendré"
"0";"Grèbe esclavon"
"0";"Guifette leucoptère"
"0";"Harelde boréale"
"0";"Harle bièvre"
"0";"Huîtrier pie"
"0";"Locustelle tachetée"
"0";"Moineau friquet"
"0";"Mouette tridactyle"
"0";"Nette demi-deuil"
"0";"Oie des moissons"
"0";"Oie rieuse"
"0";"Ouette d'Egypte"
"0";"Perdrix rouge"
"0";"Pie-grièche grise"
"0";"Pipit rousseline"
"0";"Plongeon catmarin"
"0";"Pluvier argenté"
"0";"Rémiz penduline"
"0";"Rousserolle verderolle"
"0";"Serin cini"
"0";"Spatule blanche"
"0";"Sterne caugek"
"0";"Tadorne casarca"
