"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Bondrée apivore"
"0";"Bouscarle de Cetti"
"0";"Bruant jaune"
"0";"Busard cendré"
"0";"Busard des roseaux"
"0";"Caille des blés"
"0";"Canard siffleur"
"0";"Canard souchet"
"0";"Chevalier culblanc"
"0";"Chevalier gambette"
"0";"Circaète Jean-le-Blanc"
"0";"Faucon hobereau"
"0";"Fauvette pitchou"
"0";"Grèbe castagneux"
"0";"Grosbec casse-noyaux"
"0";"Guêpier d'Europe"
"0";"Guifette moustac"
"0";"Hibou moyen-duc"
"0";"Petit-duc scops"
"0";"Phragmite des joncs"
"0";"Pie-grièche à tête rousse"
"0";"Pie-grièche écorcheur"
"0";"Pie-grièche grise"
"0";"Pie-grièche méridionale"
"0";"Pipit des arbres"
"0";"Pipit rousseline"
"0";"Pipit spioncelle"
"0";"Pouillot fitis"
"0";"Roitelet huppé"
"0";"Rollier d'Europe"
"0";"Sarcelle d'hiver"
"0";"Tadorne de Belon"
