frname,lastobs,newcount,oldcount
Bec-croisé des sapins,2015,0,3
Bondrée apivore,2018,0,4
Busard cendré,2018,0,6
Caille des blés,2009,0,1
Cygne de Bewick,2015,0,1
Échasse blanche,2015,0,1
Faucon émerillon,2012,0,1
Gobemouche gris,2016,0,4
Gobemouche noir,2015,0,2
Grand-duc d'Europe,2012,0,2
Harle huppé,2016,0,3
Harle piette,2018,0,18
Locustelle luscinioïde,2018,0,6
Mésange huppée,2009,0,1
Mouette mélanocéphale,2016,0,3
Mouette pygmée,2011,0,1
Oie des moissons,2018,0,11
Oie rieuse,2015,0,7
Plongeon arctique,2016,0,1
Plongeon imbrin,2012,0,1
Pouillot siffleur,2012,0,2
