"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette lulu"
"0";"Bécasse des bois"
"0";"Bécassine des marais"
"0";"Bécassine sourde"
"0";"Bouvreuil pivoine"
"0";"Bruant jaune"
"0";"Butor étoilé"
"0";"Caille des blés"
"0";"Canard chipeau"
"0";"Canard pilet"
"0";"Chevalier culblanc"
"0";"Chevalier guignette"
"0";"Cisticole des joncs"
"0";"Cygne noir"
"0";"Élanion blanc"
"0";"Engoulevent d'Europe"
"0";"Gobemouche gris"
"0";"Gobemouche noir"
"0";"Goéland leucophée"
"0";"Grèbe castagneux"
"0";"Locustelle tachetée"
"0";"Moineau soulcie"
"0";"Mouette rieuse"
"0";"Perdrix rouge"
"0";"Perruche à collier"
"0";"Pie-grièche écorcheur"
"0";"Pie-grièche grise"
"0";"Pigeon colombin"
"0";"Pipit spioncelle"
"0";"Pouillot de Bonelli"
"0";"Sarcelle d'hiver"
"0";"Tarier des prés"
"0";"Torcol fourmilier"
"0";"Traquet motteux"
"0";"Vanneau huppé"
