"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Alouette des champs"
"0";"Bergeronnette printanière"
"0";"Bihoreau gris"
"0";"Bruant des roseaux"
"0";"Bruant fou"
"0";"Chevalier culblanc"
"0";"Corneille mantelée"
"0";"Engoulevent d'Europe"
"0";"Fauvette des jardins"
"0";"Fauvette grisette"
"0";"Gallinule poule-d'eau"
"0";"Goéland brun"
"0";"Grive litorne"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rivage"
"0";"Linotte mélodieuse"
"0";"Monticole de roche"
"0";"Mouette rieuse"
"0";"Pie-grièche écorcheur"
"0";"Pipit rousseline"
"0";"Rollier d'Europe"
"0";"Sarcelle d'été"
"0";"Traquet oreillard"
"0";"Venturon montagnard"
