"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur mouchet"
"0";"Alouette des champs"
"0";"Autour des palombes"
"0";"Bihoreau gris"
"0";"Bruant des roseaux"
"0";"Bruant fou"
"0";"Bruant jaune"
"0";"Busard des roseaux"
"0";"Busard pâle"
"0";"Chevêchette d'Europe"
"0";"Cigogne blanche"
"0";"Cigogne noire"
"0";"Effraie des clochers"
"0";"Engoulevent d'Europe"
"0";"Fauvette des jardins"
"0";"Gobemouche gris"
"0";"Huppe fasciée"
"0";"Locustelle tachetée"
"0";"Loriot d'Europe"
"0";"Mésange huppée"
"0";"Mésange noire"
"0";"Perdrix rouge"
"0";"Pic cendré"
"0";"Pic mar"
"0";"Pic noir"
"0";"Pinson du Nord"
"0";"Pipit des arbres"
"0";"Pouillot fitis"
"0";"Rousserolle effarvatte"
