frname,lastobs,newcount,oldcount
Aigle royal,2017,0,2
Bécassine des marais,2012,0,5
Bouvreuil pivoine,2013,0,2
Bruant fou,2019,0,6
Bruant jaune,2018,0,2
Busard cendré,2015,0,1
Canard chipeau,2012,0,1
Cigogne noire,2017,0,1
Corbeau freux,2016,0,1
Cygne tuberculé,2013,0,4
Effraie des clochers,2017,0,7
Faucon kobez,2012,0,5
Fauvette des jardins,2016,0,3
Fuligule milouin,2012,0,1
Gallinule poule-d'eau,2012,0,5
Harle bièvre,2017,0,2
Jaseur boréal,2009,0,1
Mouette rieuse,2014,0,1
Mouette tridactyle,2009,0,1
Pouillot siffleur,2016,0,1
Rousserolle effarvatte,2014,0,2
Sarcelle d'hiver,2019,0,10
Tadorne de Belon,2014,0,1
Traquet motteux,2018,0,5
Vautour moine,2016,0,3
