frname,lastobs,newcount,oldcount
Alouette des champs,2009,0,1
Bergeronnette des ruisseaux,2009,0,1
Bergeronnette printanière,2009,0,1
Bondrée apivore,2009,0,1
Bruant des roseaux,2009,0,1
Bruant jaune,2009,0,2
Bruant proyer,2009,0,1
Bruant zizi,2009,0,1
Busard Saint-Martin,2009,0,1
Canard colvert,2009,0,2
Chevêche d'Athéna,2009,0,1
Choucas des tours,2009,0,2
Chouette hulotte,2009,0,1
Corbeau freux,2009,0,2
Coucou gris,2009,0,1
Effraie des clochers,2009,0,1
Épervier d'Europe,2009,0,2
Faisan de Colchide,2009,0,1
Faucon hobereau,2009,0,1
Fauvette à tête noire,2009,0,1
Fauvette babillarde,2009,0,1
Fauvette des jardins,2009,0,1
Fauvette grisette,2009,0,1
Gobemouche gris,2009,0,1
Grand Cormoran,2009,0,1
Grimpereau des jardins,2009,0,2
Grive draine,2009,0,2
Grive mauvis,2009,0,1
Grosbec casse-noyaux,2009,0,1
Héron cendré,2009,0,1
Hirondelle de rivage,2009,0,1
Huppe fasciée,2009,0,1
Hypolaïs polyglotte,2009,0,1
Linotte mélodieuse,2009,0,1
Locustelle tachetée,2009,0,1
Loriot d'Europe,2009,0,1
Martinet noir,2009,0,1
Mésange à longue queue,2009,0,1
Mésange noire,2009,0,1
Perdrix grise,2009,0,1
Pic mar,2009,0,2
Pic noir,2009,0,1
Pie-grièche écorcheur,2009,0,1
Pigeon biset domestique,2009,0,1
Pigeon colombin,2009,0,1
Pipit des arbres,2009,0,1
Pipit farlouse,2009,0,2
Pluvier doré,2009,0,1
Pouillot fitis,2009,0,1
Pouillot siffleur,2009,0,1
Pouillot véloce,2009,0,1
Roitelet à triple bandeau,2009,0,1
Roitelet huppé,2009,0,2
Rossignol philomèle,2009,0,1
Rougequeue à front blanc,2009,0,1
Rougequeue noir,2009,0,1
Serin cini,2009,0,1
Tarier pâtre,2009,0,1
Tourterelle des bois,2009,0,1
Vanneau huppé,2009,0,1
