"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécassine sourde"
"0";"Bergeronnette flavéole (M.f.flavissima)"
"0";"Bruant des roseaux"
"0";"Canard chipeau"
"0";"Canard pilet"
"0";"Chevalier arlequin"
"0";"Chevêche d'Athéna"
"0";"Cigogne noire"
"0";"Eider à duvet"
"0";"Faucon hobereau"
"0";"Fauvette grisette"
"0";"Fou de Bassan"
"0";"Foulque macroule"
"0";"Goéland leucophée"
"0";"Harle huppé"
"0";"Hypolaïs polyglotte"
"0";"Locustelle tachetée"
"0";"Loriot d'Europe"
"0";"Phragmite des joncs"
"0";"Pic épeichette"
"0";"Pic noir"
"0";"Pigeon biset (origine naturelle)"
"0";"Pinson du Nord"
"0";"Pipit maritime"
"0";"Pouillot fitis"
"0";"Roitelet huppé"
"0";"Sterne pierregarin"
"0";"Tadorne casarca"
"0";"Tarier des prés"
"0";"Tourterelle des bois"
