"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette lulu"
"0";"Bruant proyer"
"0";"Bruant zizi"
"0";"Busard des roseaux"
"0";"Chevêche d'Athéna"
"0";"Faisan vénéré"
"0";"Gallinule poule-d'eau"
"0";"Gobemouche gris"
"0";"Goéland brun"
"0";"Goéland leucophée"
"0";"Grive litorne"
"0";"Hibou moyen-duc"
"0";"Huppe fasciée"
"0";"Mésange huppée"
"0";"Milan noir"
"0";"Milan royal"
"0";"Mouette mélanocéphale"
"0";"Oie cendrée"
"0";"Perdrix grise"
"0";"Perruche ondulée"
"0";"Pigeon biset domestique"
"0";"Pinson du Nord"
"0";"Rougequeue à front blanc"
"0";"Rousserolle effarvatte"
"0";"Sterne pierregarin"
"0";"Tadorne de Belon"
"0";"Traquet motteux"
