"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Barge à queue noire"
"0";"Barge rousse"
"0";"Bécasseau cocorli"
"0";"Bécasseau de Temminck"
"0";"Bécasseau minute"
"0";"Bécasseau sanderling"
"0";"Bec-croisé des sapins"
"0";"Bergeronnette flavéole (M.f.flavissima)"
"0";"Blongios nain"
"0";"Bruant fou"
"0";"Bruant lapon"
"0";"Busard pâle"
"0";"Butor étoilé"
"0";"Caille des blés"
"0";"Cisticole des joncs"
"0";"Combattant varié"
"0";"Dendrocygne fauve"
"0";"Faisan vénéré"
"0";"Faucon d'Eléonore"
"0";"Garrot à oeil d'or"
"0";"Goéland cendré"
"0";"Gorgebleue à miroir"
"0";"Grand-duc d'Europe"
"0";"Grèbe à cou noir"
"0";"Guifette leucoptère"
"0";"Hibou des marais"
"0";"Marouette ponctuée"
"0";"Mésange huppée"
"0";"Moineau friquet"
"0";"Mouette mélanocéphale"
"0";"Mouette pygmée"
"0";"Nette rousse"
"0";"Oie des moissons"
"0";"Perruche à collier"
"0";"Phragmite des joncs"
"0";"Pic cendré"
"0";"Pipit rousseline"
"0";"Pluvier guignard"
"0";"Pouillot de Bonelli"
"0";"Pouillot siffleur"
"0";"Sizerin flammé"
"0";"Spatule blanche"
"0";"Tadorne casarca"
"0";"Torcol fourmilier"
"0";"Tournepierre à collier"
"0";"Vautour fauve"
