"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle criard"
"0";"Ara bleu"
"0";"Bécasseau à queue pointue"
"0";"Bécasseau falcinelle"
"0";"Bécasseau rousset"
"0";"Bécasseau tacheté"
"0";"Bécassin à long bec"
"0";"Blongios nain"
"0";"Bouvreuil pivoine"
"0";"Bruant ortolan"
"0";"Canard carolin"
"0";"Coucou geai"
"0";"Cygne chanteur"
"0";"Cygne de Bewick"
"0";"Cygne noir"
"0";"Dendrocygne fauve"
"0";"Eider à duvet"
"0";"Érismature rousse"
"0";"Faucon kobez"
"0";"Flamant rose"
"0";"Fou de Bassan"
"0";"Fuligule nyroca"
"0";"Garrot à oeil d'or"
"0";"Glaréole à collier"
"0";"Goéland pontique"
"0";"Grand Labbe"
"0";"Guillemot de Troïl"
"0";"Huîtrier pie"
"0";"Ibis rouge"
"0";"Labbe parasite"
"0";"Macareux moine"
"0";"Marouette poussin"
"0";"Mésange huppée"
"0";"Mouette tridactyle"
"0";"Océanite culblanc"
"0";"Oedicnème criard"
"0";"Oie à bec court"
"0";"Oie à tête barrée"
"0";"Outarde canepetière"
"0";"Perdrix grise"
"0";"Petit-duc scops"
"0";"Phalarope à bec étroit"
"0";"Pic noir"
"0";"Pipit de Richard"
"0";"Pipit rousseline"
"0";"Plongeon catmarin"
"0";"Pluvier bronzé"
"0";"Pouillot à grands sourcils"
"0";"Pouillot brun"
"0";"Pouillot siffleur"
"0";"Râle des genêts"
"0";"Rollier d'Europe"
"0";"Sarcelle à ailes vertes"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Sterne naine"
